,Płeć,Kategoria wiekowa,Rocznik,Czas_na_5km,Czas_na_10km,Czas_na_15km,Czas_półmaratonu,Wiek
16019,1,6,2001,1858,3703,5645,8298,23
16001,0,0,2001,1811,3690,5747,8287,23
15891,0,0,2001,1945,3725,5681,8240,23
15846,1,6,2001,1720,3533,5698,8219,23
15742,1,6,2001,1960,3801,5736,8179,23
15728,1,6,2001,1620,3449,5516,8173,23
15615,1,6,2001,1788,3515,5530,8128,23
15500,0,0,2001,1873,3722,5645,8079,23
15445,1,6,2001,1443,3101,5089,8055,23
15398,1,6,2001,1799,3543,5484,8035,23
15339,0,0,2001,1944,3807,5723,8012,23
15286,0,0,2001,1831,3611,5491,7991,23
15265,1,6,2001,1655,3428,5379,7981,23
15232,0,0,2001,1874,3649,5531,7964,23
15124,1,6,2001,1795,3619,5541,7924,23
14962,1,6,2001,1848,3630,5482,7869,23
14800,0,0,2001,1780,3504,5339,7821,23
14739,1,6,2001,1700,3356,5086,7800,23
14722,0,0,2001,1791,3574,5437,7797,23
14705,1,6,2001,1857,3650,5490,7792,23
14626,1,6,2001,1774,3524,5393,7765,23
14614,1,6,2001,1844,3655,5417,7762,23
14574,0,0,2001,1735,3402,5174,7744,23
14387,0,0,2001,1840,3607,5455,7680,23
14365,1,6,2001,1702,3469,5238,7675,23
14334,1,6,2001,1612,3226,5177,7665,23
14255,1,6,2001,1836,3598,5409,7641,23
14240,1,6,2001,1823,3568,5344,7638,23
14124,0,0,2001,1993,3760,5502,7602,23
14119,0,0,2001,2017,3761,5494,7601,23
14112,1,6,2001,1840,3555,5339,7599,23
14065,1,6,2001,1845,3585,5348,7580,23
14053,0,0,2001,1763,3500,5314,7577,23
14016,1,6,2001,1596,3258,5085,7565,23
13999,1,6,2001,1656,3261,5119,7560,23
13815,0,0,2001,1725,3421,5187,7510,23
13714,1,6,2001,1727,3342,5062,7478,23
13701,0,0,2001,1680,3317,5103,7471,23
13688,0,0,2001,1783,3494,5276,7465,23
13647,1,6,2001,1675,3296,5048,7449,23
13501,1,6,2001,1837,3641,5340,7391,23
13463,1,6,2001,1704,3386,5115,7378,23
13419,1,6,2001,1695,3284,4946,7367,23
13091,0,0,2001,1621,3312,5122,7261,23
13025,0,0,2001,1746,3401,5109,7240,23
13011,1,6,2001,1751,3439,5167,7234,23
12946,1,6,2001,1726,3407,5138,7216,23
12831,0,0,2001,1707,3351,5063,7192,23
12777,0,0,2001,1719,3382,5088,7183,23
12680,0,0,2001,1534,3111,4866,7165,23
12631,1,6,2001,1698,3343,5041,7156,23
12606,1,6,2001,1694,3348,5052,7150,23
12530,0,0,2001,1616,3307,5045,7130,23
12525,1,6,2001,1716,3528,5263,7129,23
12319,1,6,2001,1755,3404,5063,7081,23
12234,1,6,2001,1629,3240,4930,7060,23
12012,0,0,2001,1712,3377,5037,7001,23
11965,0,0,2001,1728,3408,5071,6992,23
11915,0,0,2001,1694,3318,4993,6975,23
11830,0,0,2001,1478,3000,4692,6956,23
11769,1,6,2001,1556,3208,4887,6942,23
11745,1,6,2001,1548,3126,4823,6933,23
11653,1,6,2001,1655,3245,4882,6914,23
11591,1,6,2001,1589,3170,4836,6898,23
11548,1,6,2001,1655,3245,4882,6884,23
11455,1,6,2001,1575,3157,4771,6859,23
11431,1,6,2001,1609,3208,4836,6852,23
11412,0,0,2001,1606,3186,4823,6847,23
11400,1,6,2001,1610,3209,4837,6845,23
11388,0,0,2001,1506,2990,4749,6840,23
11279,1,6,2001,1412,2861,4680,6807,23
11042,1,6,2001,1573,3098,4682,6726,23
10935,0,0,2001,1588,3090,4653,6693,23
10883,1,6,2001,1551,3154,4755,6675,23
10840,1,6,2001,1590,3185,4825,6659,23
10782,1,6,2001,1516,2980,4578,6635,23
10715,1,6,2001,1578,3084,4651,6611,23
10596,1,6,2001,1535,3032,4603,6577,23
10584,1,6,2001,1484,2964,4572,6574,23
10401,1,6,2001,1403,2818,4493,6514,23
10296,1,6,2001,1485,3020,4601,6482,23
10217,1,6,2001,1525,3015,4529,6449,23
10202,1,6,2001,1518,2947,4465,6445,23
10006,1,6,2001,1536,3005,4525,6374,23
9986,1,6,2001,1382,2748,4254,6368,23
9955,1,6,2001,1470,2917,4411,6354,23
9896,1,6,2001,1447,2883,4381,6328,23
9891,1,6,2001,1530,2980,4492,6327,23
9838,1,6,2001,1449,2892,4388,6311,23
9535,1,6,2001,1422,2791,4238,6199,23
9516,1,6,2001,1344,2764,4302,6186,23
9450,0,0,2001,1297,2646,4197,6150,23
9406,1,6,2001,1483,2889,4328,6122,23
9118,1,6,2001,1401,2778,4202,5975,23
8977,1,6,2001,1261,2552,3947,5907,23
8890,1,6,2001,1473,2898,4289,5856,23
8643,1,6,2001,1272,2548,3910,5652,23
8589,0,0,2001,1283,2576,3940,5613,23
8578,1,6,2001,1321,2611,3945,5603,23
8505,1,6,2001,1181,2452,3866,5525,23
8487,0,0,2001,1289,2540,3854,5501,23
8470,0,0,2001,1301,2567,3888,5485,23
8398,1,6,2001,1283,2507,3790,5400,23
8382,1,6,2001,1274,2506,3791,5383,23
8381,1,6,2001,1248,2463,3768,5382,23
8336,1,6,2001,1215,2427,3711,5331,23
8223,1,6,2001,1236,2350,3554,5093,23
8213,1,6,2001,1148,2300,3525,5064,23
8138,1,6,2001,1100,2172,3293,4687,23
8134,0,0,2001,1042,2112,3227,4671,23
8132,1,6,2001,1101,2167,3272,4645,23
8120,1,6,2001,976,1965,2987,4309,23
7960,0,0,2001,2173,4547,7032,10270,23
7934,0,0,2001,2104,4289,6642,10151,23
7885,1,6,2001,3152,4959,7018,9966,23
7877,1,6,2001,2113,4282,6709,9955,23
7684,1,6,2001,2204,4352,6666,9510,23
7651,1,6,2001,1896,3744,5879,9455,23
7582,1,6,2001,2010,4068,6306,9338,23
7578,0,0,2001,1898,3845,6067,9330,23
7391,1,6,2001,1897,3787,5968,9134,23
7195,1,6,2001,1733,3536,5675,8939,23
7105,0,0,2001,1853,3733,5799,8850,23
7086,0,0,2001,2076,4096,6194,8834,23
7052,0,0,2001,1698,3410,5604,8805,23
6990,1,6,2001,2028,4038,6075,8739,23
6800,0,0,2001,1930,3860,5925,8589,23
6646,1,6,2001,1913,3741,5566,8468,23
6538,1,6,2001,1812,3610,5698,8390,23
6437,1,6,2001,2009,3974,5982,8309,23
6375,1,6,2001,1849,3724,5666,8265,23
6373,1,6,2001,1856,3657,5625,8264,23
6313,1,6,2001,2042,3991,5907,8227,23
6211,1,6,2001,1580,3319,5414,8153,23
6028,0,0,2001,1955,3823,5691,8042,23
5974,0,0,2001,1763,3632,5509,8018,23
5969,1,6,2001,1856,3655,5601,8016,23
5904,1,6,2001,1776,3570,5489,7986,23
5852,1,6,2001,1898,3753,5460,7961,23
5751,1,6,2001,1726,3467,5372,7910,23
5726,1,6,2001,1754,3510,5382,7897,23
5680,0,0,2001,1790,3581,5463,7872,23
5652,1,6,2001,1959,3793,5585,7856,23
5642,1,6,2001,1724,3460,5338,7850,23
5544,1,6,2001,1499,3134,5050,7803,23
5460,0,0,2001,1841,3647,5517,7767,23
5417,0,0,2001,1807,3594,5471,7747,23
5372,1,6,2001,1753,3519,5345,7726,23
5255,1,6,2001,1671,3349,5090,7675,23
5245,0,0,2001,1790,3524,5389,7670,23
5243,0,0,2001,1788,3521,5386,7670,23
5158,1,6,2001,1640,3296,5020,7632,23
4863,1,6,2001,1731,3403,5192,7508,23
4668,0,0,2001,1774,3494,5230,7432,23
4656,0,0,2001,1758,3527,5269,7428,23
4482,1,6,2001,1638,3323,5074,7354,23
4465,1,6,2001,1708,3362,5083,7347,23
4457,1,6,2001,1696,3328,5065,7343,23
4216,1,6,2001,1672,3349,5160,7256,23
4090,0,0,2001,1533,3136,4866,7214,23
3666,1,6,2001,1644,3278,4940,7091,23
3550,1,6,2001,1515,3148,4830,7054,23
3220,1,6,2001,1696,3391,4986,6947,23
3046,1,6,2001,1615,3199,4827,6879,23
3010,0,0,2001,1647,3237,4869,6868,23
2873,1,6,2001,1512,3032,4667,6820,23
2822,1,6,2001,1601,3178,4794,6803,23
2546,1,6,2001,1537,3094,4689,6689,23
2484,1,6,2001,1478,2969,4548,6663,23
2402,1,6,2001,1444,2860,4316,6631,23
2244,1,6,2001,1453,2944,4551,6581,23
2212,1,6,2001,1512,3033,4618,6569,23
2062,1,6,2001,1480,2910,4472,6519,23
2041,0,0,2001,1452,2962,4528,6513,23
2033,1,6,2001,1491,2978,4477,6508,23
1968,0,0,2001,1501,2964,4514,6484,23
1902,1,6,2001,1541,3023,4566,6458,23
1777,0,0,2001,1443,2877,4380,6400,23
1766,1,6,2001,1441,2875,4377,6396,23
1762,1,6,2001,1452,2924,4454,6394,23
1682,1,6,2001,1451,2874,4374,6362,23
1647,1,6,2001,1341,2702,4211,6348,23
1600,1,6,2001,1562,2973,4473,6332,23
1396,0,0,2001,1448,2880,4389,6242,23
1291,0,0,2001,1448,2860,4356,6204,23
1179,1,6,2001,1431,2834,4292,6144,23
1087,1,6,2001,1502,2941,4414,6091,23
1043,0,0,2001,1425,2814,4225,6070,23
600,1,6,2001,1235,2501,3877,5739,23
494,0,0,2001,1315,2603,3952,5635,23
411,1,6,2001,1252,2505,3825,5535,23
262,1,6,2001,1234,2447,3699,5343,23
131,0,0,2001,1188,2376,3588,5112,23
109,1,6,2001,1171,2333,3540,5047,23
80,1,6,2001,1124,2242,3408,4938,23
65,1,6,2001,1127,2236,3402,4889,23
44,1,6,2001,1101,2196,3339,4834,23
8,1,6,2001,1030,2063,3131,4456,23
18325,1,6,2000,2298,4805,7548,10967,24
18228,0,0,2000,2227,4619,7209,10510,24
18146,0,0,2000,2137,4402,6983,10237,24
18145,1,6,2000,2432,4768,7161,10234,24
18123,0,0,2000,2194,4369,6775,10185,24
18090,1,6,2000,2110,4355,6841,10092,24
18037,1,6,2000,2104,4380,6916,9964,24
18024,1,6,2000,2217,4460,6841,9939,24
17966,0,0,2000,1955,4111,6769,9821,24
17957,0,0,2000,2043,4169,6535,9804,24
17953,0,0,2000,2124,4399,6752,9790,24
17851,0,0,2000,2110,4211,6585,9648,24
17637,0,0,2000,2108,4236,6584,9367,24
17388,0,0,2000,2056,4095,6323,9112,24
17355,0,0,2000,2135,4223,6440,9083,24
17253,0,0,2000,1988,4003,6261,9005,24
17174,0,0,2000,2112,4167,6309,8947,24
17136,1,6,2000,2081,4125,6302,8931,24
17054,0,0,2000,1824,3761,5889,8867,24
17048,0,0,2000,1910,3824,5962,8864,24
17013,0,0,2000,1952,3970,6101,8844,24
16906,1,6,2000,1829,3797,5961,8778,24
16898,0,0,2000,2094,4024,6063,8773,24
16827,0,0,2000,1835,3682,5865,8722,24
16815,1,6,2000,2041,4020,6024,8715,24
16811,1,6,2000,2053,4108,6178,8711,24
16794,1,6,2000,2090,3965,5951,8697,24
16684,1,6,2000,1770,3775,5864,8635,24
16583,1,6,2000,2003,3943,5979,8571,24
16552,1,6,2000,1959,4023,6050,8554,24
16533,0,0,2000,1954,4018,6046,8548,24
16488,1,6,2000,2040,4017,6020,8521,24
16485,1,6,2000,1928,3768,5759,8520,24
16441,0,0,2000,1871,3798,5817,8500,24
16299,0,0,2000,1933,3869,5847,8429,24
16250,1,6,2000,1738,3576,5588,8406,24
16215,1,6,2000,1791,3514,5426,8392,24
16211,1,6,2000,1765,3571,5533,8390,24
16168,0,0,2000,1840,3719,5757,8367,24
16161,0,0,2000,1983,3871,5843,8365,24
16076,0,0,2000,1844,3640,5806,8324,24
16031,1,6,2000,1972,3863,5867,8302,24
16010,1,6,2000,1847,3682,5632,8293,24
15984,0,0,2000,1960,3853,5809,8280,24
15980,1,6,2000,1901,3795,5811,8278,24
15956,0,0,2000,1918,3839,5817,8269,24
15907,1,6,2000,1677,3394,5440,8248,24
15896,1,6,2000,1987,3935,5874,8242,24
15895,1,6,2000,1881,3772,5789,8241,24
15873,0,0,2000,2016,3911,5865,8233,24
15872,0,0,2000,2015,3911,5864,8232,24
15853,1,6,2000,1897,3793,5809,8220,24
15766,0,0,2000,1891,3756,5814,8189,24
15707,0,0,2000,1903,3777,5744,8167,24
15641,0,0,2000,1877,3737,5695,8139,24
15639,0,0,2000,1876,3736,5695,8138,24
15590,0,0,2000,1784,3574,5507,8117,24
15525,1,6,2000,1724,3499,5505,8088,24
15470,1,6,2000,1768,3522,5418,8064,24
15394,1,6,2000,1877,3716,5628,8034,24
15372,1,6,2000,1904,3729,5625,8025,24
15139,1,6,2000,1980,3836,5663,7930,24
15108,1,6,2000,1814,3719,5588,7920,24
15023,1,6,2000,1943,3720,5524,7889,24
14902,0,0,2000,1840,3590,5437,7852,24
14896,0,0,2000,1835,3606,5480,7848,24
14891,1,6,2000,1746,3483,5332,7847,24
14827,0,0,2000,1816,3554,5432,7827,24
14819,1,6,2000,1891,3651,5462,7825,24
14779,1,6,2000,1800,3576,5442,7813,24
14695,1,6,2000,1349,3713,5536,7789,24
14664,1,6,2000,1681,3434,5285,7775,24
14636,0,0,2000,1980,3835,5661,7767,24
14600,0,0,2000,1775,3498,5390,7752,24
14577,1,6,2000,1786,3526,5363,7745,24
14543,0,0,2000,1801,3543,5349,7732,24
14485,0,0,2000,1760,3500,5351,7716,24
14382,1,6,2000,1846,3626,5501,7679,24
14286,0,0,2000,1834,3543,5330,7649,24
14223,0,0,2000,1690,3450,5336,7633,24
14214,1,6,2000,1706,3373,5179,7628,24
14175,1,6,2000,1731,3389,5235,7616,24
14162,0,0,2000,1686,3403,5256,7614,24
14147,0,0,2000,1674,3542,5383,7609,24
13991,1,6,2000,1807,3511,5289,7558,24
13990,1,6,2000,1409,2933,4830,7558,24
13829,1,6,2000,1728,3423,5191,7513,24
13799,1,6,2000,1726,3419,5188,7504,24
13785,1,6,2000,1646,3339,5185,7499,24
13742,1,6,2000,1740,3390,5175,7485,24
13723,1,6,2000,1705,3407,5219,7480,24
13707,1,6,2000,1772,3459,5278,7475,24
13615,1,6,2000,1790,3513,5273,7436,24
13489,1,6,2000,1578,3163,4946,7384,24
13433,1,6,2000,1680,3308,5029,7371,24
13282,1,6,2000,1651,3377,5150,7320,24
13267,0,0,2000,1768,3465,5226,7315,24
13047,1,6,2000,1723,3329,5103,7247,24
13010,1,6,2000,1725,3407,5134,7234,24
12997,1,6,2000,1836,3558,5273,7231,24
12940,1,6,2000,1768,3405,5060,7215,24
12885,1,6,2000,1660,3286,4989,7202,24
12861,1,6,2000,1362,2859,4577,7198,24
12745,0,0,2000,1695,3331,5048,7178,24
12691,1,6,2000,1716,3383,5126,7167,24
12688,1,6,2000,1642,3255,4947,7167,24
12684,1,6,2000,1561,3103,4808,7166,24
12639,0,0,2000,1650,3263,4965,7157,24
12636,1,6,2000,1567,3101,4752,7156,24
12603,1,6,2000,1635,3237,4906,7150,24
12591,1,6,2000,1623,3271,4998,7147,24
12584,1,6,2000,1621,3234,4952,7145,24
12560,1,6,2000,1679,3296,5003,7139,24
12496,1,6,2000,1721,3374,5055,7121,24
12438,1,6,2000,1648,3323,5025,7107,24
12364,0,0,2000,1649,3260,4977,7090,24
12360,0,0,2000,1696,3323,5030,7090,24
12352,1,6,2000,1652,3243,4881,7088,24
12321,1,6,2000,1679,3291,4946,7081,24
12301,0,0,2000,1540,3149,4867,7075,24
12276,1,6,2000,1621,3211,4904,7069,24
12256,1,6,2000,1658,3304,5016,7064,24
12222,1,6,2000,1660,3292,4980,7057,24
12214,0,0,2000,1718,3337,5020,7055,24
12153,1,6,2000,1685,3310,5010,7039,24
12120,1,6,2000,1709,3333,4989,7030,24
12060,0,0,2000,1647,3257,4951,7011,24
12057,1,6,2000,1537,3098,4853,7011,24
12038,1,6,2000,1607,3202,4879,7007,24
12021,1,6,2000,1526,3020,4652,7003,24
11969,1,6,2000,1340,2685,4122,6992,24
11881,1,6,2000,1560,3116,4820,6966,24
11880,1,6,2000,1561,3116,4821,6966,24
11826,1,6,2000,1733,3304,4924,6955,24
11793,1,6,2000,1694,3320,4993,6948,24
11748,0,0,2000,1634,3198,4865,6934,24
11689,0,0,2000,1576,3170,4862,6922,24
11608,1,6,2000,1693,3285,4917,6904,24
11604,0,0,2000,1633,3210,4845,6903,24
11465,1,6,2000,1649,3236,4922,6863,24
11450,1,6,2000,1615,3210,4848,6857,24
11430,1,6,2000,1536,3121,4837,6851,24
11422,1,6,2000,1690,3310,4953,6849,24
11411,1,6,2000,1585,3110,4709,6847,24
11355,1,6,2000,1767,3374,4903,6828,24
11341,0,0,2000,1568,3112,4720,6824,24
11338,1,6,2000,1641,3198,4816,6823,24
11204,1,6,2000,1637,3193,4799,6781,24
10988,1,6,2000,1516,3045,4683,6709,24
10978,1,6,2000,1557,3075,4640,6705,24
10950,1,6,2000,1574,3124,4773,6698,24
10867,1,6,2000,1499,2920,4438,6668,24
10821,1,6,2000,1563,3078,4672,6650,24
10705,1,6,2000,1559,3052,4627,6608,24
10655,1,6,2000,1645,3178,4705,6591,24
10637,0,0,2000,1544,3044,4609,6588,24
10531,1,6,2000,1507,2963,4503,6555,24
10432,1,6,2000,1459,2942,4527,6528,24
10418,1,6,2000,1512,2968,4495,6522,24
10355,0,0,2000,1471,2923,4483,6500,24
10300,1,6,2000,1448,2894,4434,6484,24
10083,1,6,2000,1472,2908,4436,6396,24
10049,0,0,2000,1580,3059,4570,6387,24
9977,1,6,2000,1547,3001,4519,6365,24
9941,1,6,2000,1283,2599,4217,6347,24
9837,1,6,2000,1456,2904,4414,6311,24
9779,1,6,2000,1521,2959,4458,6292,24
9708,1,6,2000,1452,2882,4361,6269,24
9666,1,6,2000,1418,2836,4326,6250,24
9650,1,6,2000,1511,2969,4464,6247,24
9604,1,6,2000,1437,2840,4311,6225,24
9591,1,6,2000,1293,2691,4238,6221,24
9398,1,6,2000,1384,2729,4179,6116,24
9350,0,0,2000,1377,2763,4215,6090,24
9170,1,6,2000,1462,2868,4276,5998,24
9056,1,6,2000,1412,2787,4225,5954,24
8891,1,6,2000,1371,2709,4117,5856,24
8872,0,0,2000,1397,2708,4087,5838,24
8854,1,6,2000,1404,2753,4142,5823,24
8823,1,6,2000,1330,2796,4127,5799,24
8807,1,6,2000,1397,2746,4118,5788,24
8644,1,6,2000,1285,2537,3903,5654,24
8574,1,6,2000,1272,2510,3848,5598,24
8519,1,6,2000,1362,2595,3894,5535,24
8425,1,6,2000,1293,2527,3811,5427,24
8401,1,6,2000,1235,2462,3756,5405,24
8333,1,6,2000,1276,2505,3780,5327,24
8256,1,6,2000,1136,2260,3444,5198,24
8217,0,0,2000,1212,2356,3559,5068,24
8176,1,6,2000,1161,2297,3447,4918,24
7966,1,6,2000,2241,4542,7022,10302,24
7933,1,6,2000,2134,4500,7036,10145,24
7932,0,0,2000,2132,4499,7030,10144,24
7818,1,6,2000,2071,4125,6424,9816,24
7759,0,0,2000,1901,3881,6166,9675,24
7754,1,6,2000,1865,3908,6291,9653,24
7748,1,6,2000,1924,3974,6237,9638,24
7744,1,6,2000,1973,4034,6483,9627,24
7727,0,0,2000,2034,4297,6633,9598,24
7630,0,0,2000,2120,4218,6434,9419,24
7625,1,6,2000,1643,3863,6364,9409,24
7516,0,0,2000,2089,4167,6322,9250,24
7276,0,0,2000,2059,4080,6212,9020,24
7258,0,0,2000,2076,4241,6332,9004,24
7237,1,6,2000,2088,4246,6395,8988,24
7231,1,6,2000,1993,4036,6164,8985,24
7221,0,0,2000,2092,4116,6227,8976,24
7025,0,0,2000,1788,3760,5939,8774,24
6857,0,0,2000,2058,4075,6176,8643,24
6816,1,6,2000,1666,3541,5698,8603,24
6788,0,0,2000,1870,3822,5893,8582,24
6497,1,6,2000,1590,3412,5441,8357,24
6458,0,0,2000,1916,3806,5823,8326,24
6360,1,6,2000,1801,3596,5571,8253,24
6290,0,0,2000,1937,3892,5816,8213,24
6276,0,0,2000,1807,3627,5559,8200,24
6148,1,6,2000,1564,3278,5315,8108,24
6126,0,0,2000,1815,3619,5556,8095,24
6044,1,6,2000,1871,3725,5643,8050,24
6021,1,6,2000,1804,3577,5402,8039,24
5899,1,6,2000,1599,3284,5239,7985,24
5850,1,6,2000,1684,3470,5464,7959,24
5837,1,6,2000,1859,3665,5508,7954,24
5766,1,6,2000,1793,3630,5543,7918,24
5730,1,6,2000,1912,3740,5562,7898,24
5691,1,6,2000,1582,3219,5113,7879,24
5560,1,6,2000,1682,3408,5279,7809,24
5516,1,6,2000,1564,3324,5270,7791,24
5501,1,6,2000,1671,3576,5380,7784,24
5305,1,6,2000,1605,3377,5239,7696,24
5239,1,6,2000,1605,3252,5028,7668,24
5080,0,0,2000,1633,3424,5214,7592,24
5077,1,6,2000,1635,3427,5215,7592,24
5066,1,6,2000,1608,3213,5014,7587,24
5034,0,0,2000,1833,3595,5379,7574,24
4887,1,6,2000,1804,3576,5401,7515,24
4879,0,0,2000,1604,3292,5104,7513,24
4805,1,6,2000,1720,3395,5174,7482,24
4774,0,0,2000,1715,3391,5168,7469,24
4730,1,6,2000,1600,3249,5036,7454,24
4700,1,6,2000,1694,3390,5175,7445,24
4664,1,6,2000,1799,3593,5354,7431,24
4590,1,6,2000,1625,3314,5083,7400,24
4586,0,0,2000,1534,3096,4802,7398,24
4577,1,6,2000,1654,3344,5091,7395,24
4430,0,0,2000,1694,3367,5064,7335,24
4372,1,6,2000,1731,3400,5135,7312,24
4348,1,6,2000,1596,3236,5140,7305,24
4322,1,6,2000,1510,3042,4694,7292,24
4258,0,0,2000,1734,3462,5210,7271,24
4253,1,6,2000,1590,3251,5147,7269,24
4246,1,6,2000,1658,3314,5038,7268,24
4243,1,6,2000,1590,3251,5147,7267,24
4233,0,0,2000,1716,3349,5031,7263,24
4089,0,0,2000,1698,3362,5067,7214,24
3904,0,0,2000,1645,3313,5010,7160,24
3899,1,6,2000,1674,3310,5049,7159,24
3876,0,0,2000,1601,3217,4939,7154,24
3865,1,6,2000,1673,3308,5048,7150,24
3864,1,6,2000,1569,3174,4918,7150,24
3827,0,0,2000,1700,3385,5079,7140,24
3682,0,0,2000,1644,3278,4987,7096,24
3676,1,6,2000,1704,3429,5131,7094,24
3630,0,0,2000,1532,3092,4793,7077,24
3494,1,6,2000,1529,3056,4693,7040,24
3488,1,6,2000,1583,3181,4869,7038,24
3487,1,6,2000,1549,3150,4869,7038,24
3399,1,6,2000,1517,3064,4745,7005,24
3327,1,6,2000,1563,3148,4855,6982,24
3245,1,6,2000,1511,3042,4641,6955,24
3239,1,6,2000,1651,3261,4895,6952,24
3150,1,6,2000,1461,3001,4692,6916,24
2905,0,0,2000,1596,3174,4810,6833,24
2897,1,6,2000,1634,3231,4840,6831,24
2844,1,6,2000,1394,2825,4492,6809,24
2662,1,6,2000,1525,3057,4648,6733,24
2615,1,6,2000,1532,3056,4632,6715,24
2485,0,0,2000,1550,3086,4676,6664,24
2460,1,6,2000,1564,3075,4644,6651,24
2378,1,6,2000,1451,2927,4522,6623,24
2334,1,6,2000,1521,3059,4629,6609,24
2299,1,6,2000,1379,2791,4402,6601,24
1946,1,6,2000,1523,2992,4487,6480,24
1929,1,6,2000,1488,3012,4567,6468,24
1652,1,6,2000,1461,2916,4444,6351,24
1642,1,6,2000,1481,2944,4446,6347,24
1629,1,6,2000,1492,2977,4466,6341,24
1619,1,6,2000,1422,2854,4352,6338,24
1597,1,6,2000,1453,2897,4403,6331,24
1584,1,6,2000,1376,2838,4285,6329,24
1535,1,6,2000,1455,2911,4392,6302,24
1456,1,6,2000,1439,2850,4341,6267,24
1368,1,6,2000,1465,2903,4393,6233,24
1363,1,6,2000,1462,2886,4367,6229,24
1354,1,6,2000,1440,2853,4345,6227,24
1237,1,6,2000,1526,2933,4391,6173,24
1183,1,6,2000,1432,2816,4252,6145,24
1150,1,6,2000,1345,2677,4150,6127,24
1145,0,0,2000,1437,2843,4296,6124,24
1137,1,6,2000,1459,2876,4350,6122,24
994,1,6,2000,1360,2718,4145,6032,24
941,1,6,2000,1425,2812,4243,5996,24
880,1,6,2000,1422,2791,4194,5967,24
796,1,6,2000,1371,2710,4115,5913,24
778,1,6,2000,1371,2723,4146,5903,24
752,1,6,2000,1290,2593,3981,5891,24
696,1,6,2000,1280,2524,3875,5848,24
573,1,6,2000,1357,2689,4058,5717,24
485,1,6,2000,1295,2554,3859,5626,24
448,0,0,2000,1278,2534,3877,5587,24
384,1,6,2000,1219,2491,3809,5490,24
350,1,6,2000,1395,2671,3935,5445,24
309,1,6,2000,1182,2387,3733,5390,24
236,1,6,2000,1217,2427,3682,5305,24
134,1,6,2000,1202,2374,3588,5118,24
119,1,6,2000,1202,2358,3549,5091,24
118,1,6,2000,1161,2316,3518,5091,24
66,1,6,2000,1130,2253,3418,4890,24
56,1,6,2000,1128,2237,3401,4869,24
18311,1,6,1999,2321,4785,7487,10868,25
18295,0,0,1999,2310,4821,7481,10807,25
18253,1,6,1999,2141,4551,7181,10594,25
18248,1,6,1999,2087,4391,6921,10566,25
18148,1,6,1999,2136,4403,6983,10237,25
18092,0,0,1999,2097,4234,6612,10092,25
17893,1,6,1999,2275,4534,6840,9703,25
17891,1,6,1999,1938,3956,6358,9698,25
17878,1,6,1999,2105,4311,6738,9675,25
17862,0,0,1999,2046,4241,6636,9662,25
17749,1,6,1999,2069,4165,6460,9530,25
17727,0,0,1999,2175,4301,6619,9478,25
17721,1,6,1999,1888,3925,6395,9472,25
17643,1,6,1999,1935,3968,6418,9369,25
17612,1,6,1999,2145,4298,6557,9338,25
17583,0,0,1999,1833,3958,6372,9308,25
17551,1,6,1999,1941,3957,6235,9278,25
17327,0,0,1999,2007,4041,6282,9053,25
17322,1,6,1999,2160,4220,6353,9049,25
17314,0,0,1999,1913,3856,5948,9041,25
17249,0,0,1999,1966,3992,6241,9004,25
17133,0,0,1999,2046,4122,6291,8929,25
17115,0,0,1999,1930,3875,6098,8921,25
17114,0,0,1999,2068,4065,6168,8918,25
17084,1,6,1999,1902,3845,5884,8893,25
17067,0,0,1999,2003,3925,6112,8875,25
16927,0,0,1999,1797,3668,5876,8795,25
16871,1,6,1999,1983,3914,6004,8753,25
16817,0,0,1999,1976,3952,6049,8715,25
16779,1,6,1999,1705,3444,5625,8689,25
16761,0,0,1999,1935,3870,5998,8676,25
16723,1,6,1999,1963,3895,5853,8658,25
16688,1,6,1999,1808,3625,5688,8637,25
16592,0,0,1999,1893,3813,5872,8575,25
16471,1,6,1999,2065,4024,6039,8514,25
16383,1,6,1999,1930,3677,5685,8470,25
16371,0,0,1999,2019,3889,5885,8462,25
16316,0,0,1999,2027,4040,6056,8437,25
16276,1,6,1999,2173,4190,6116,8418,25
16260,0,0,1999,1705,3561,5767,8411,25
16224,0,0,1999,1976,3878,5911,8397,25
16223,1,6,1999,1974,3876,5910,8396,25
16218,1,6,1999,1948,3863,5875,8393,25
16150,1,6,1999,1761,3786,5858,8355,25
16119,1,6,1999,1962,3778,5783,8341,25
16106,1,6,1999,2306,4081,5988,8336,25
16089,1,6,1999,1967,3827,5783,8329,25
16020,1,6,1999,1743,3461,5622,8298,25
15965,1,6,1999,1853,3705,5710,8273,25
15930,0,0,1999,1964,3874,5860,8259,25
15899,1,6,1999,1792,3589,5450,8243,25
15881,0,0,1999,1882,3740,5696,8235,25
15789,1,6,1999,1738,3494,5555,8197,25
15779,1,6,1999,1887,3723,5676,8193,25
15776,1,6,1999,1663,3403,5358,8193,25
15700,0,0,1999,1964,3842,5777,8164,25
15618,1,6,1999,1996,3903,5859,8129,25
15541,1,6,1999,1629,3281,5212,8098,25
15495,1,6,1999,1892,3691,5566,8078,25
15312,1,6,1999,1721,3407,5374,8001,25
15245,0,0,1999,1847,3645,5537,7972,25
15235,0,0,1999,1889,3713,5621,7967,25
15198,1,6,1999,1856,3657,5521,7952,25
15131,0,0,1999,1870,3724,5575,7928,25
